outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,model
peer_ablog_shares_m1_p1,specz_ai_active,-0.012199199754356372,0.011644871528945283,-1.047602777242601,0.2948216573683866,20123,2598,2874,0.048211744796290874,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.042831960180215845,0.026202682176791253,1.6346402971736151,0.1021244748566359,20123,2598,2874,0.06999248232919089,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.013046051917132304,0.013513963178704529,-0.9653757187743737,0.33435665872513853,20123,2598,2874,0.06999248232919089,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.02399023581328529,0.022250627363034663,1.0781824450100974,0.28095234458681695,20123,2598,2874,0.044489209032031365,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.010385386903308166,0.011756968400581314,-0.8833388463300342,0.377053221165232,20123,2598,2874,0.044489209032031365,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.05147558980941892,0.026568491570671468,1.9374675326408821,0.05268821844318983,20123,2598,2874,0.07351720642258944,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.014955447781573367,0.013459001044245173,-1.1111855725702648,0.2664884800414209,20123,2598,2874,0.07351720642258944,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.031985790521715234,0.022515563526139745,1.4206080378392885,0.155430740463246,20123,2598,2874,0.048211744796290874,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.012199199754356372,0.011644871528945283,-1.047602777242601,0.2948216573683866,20123,2598,2874,0.048211744796290874,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.04038658604954174,0.028385340399928242,1.422797312997657,0.1547949205342336,15512,2382,2686,0.044793653744815996,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.0012172013692055101,0.013991273668324783,-0.08699718110447405,0.9306737527662303,15512,2382,2686,0.044793653744815996,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.0234676744087429,0.024151008922940965,0.9717057570398657,0.33119695190547715,15512,2382,2686,0.019260971304497655,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.002412366575643388,0.012306441592349887,-0.19602470442333217,0.8445908297667852,15512,2382,2686,0.019260971304497655,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.05017579048198464,0.02885453421155541,1.7389222128524493,0.08204844644077869,15512,2382,2686,0.04961052301089355,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.0029483421974767264,0.013792781844667373,-0.21375979339632836,0.8307343804314948,15512,2382,2686,0.04961052301089355,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.03258232682435504,0.0245660557562913,1.3263149423574352,0.1847353994568226,15512,2382,2686,0.02424668104555809,0.2416838576585869,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
